67,75,78.12,79,83,0.51,-0,0.61,106,110
66,71.87,78.12,80,80,0.52,-0,0,111,107
67,71.87,78.12,83,79,0.54,-0,-0.61,114,106
67,75,75,84.5,78.5,0.56,-0,-0.61,113,109
68,75,75,84.5,78.5,0.57,-0,-0.61,114,109
67,75,75,84.5,78.5,0.59,-0,-0.61,115,110
68,78.12,75,83,79,0.61,-0,-0.3,110,110
68,78.12,78.12,83,79,0.63,-0,-0.3,111,107
67,81.25,75,80,80,0.65,-0,0.3,104,112
67,81.25,78.12,79,83,0.66,-0,0.61,103,112
66,78.12,78.12,78.5,84.5,0.69,-0,0.91,106,114
67,78.12,78.12,78.5,84.5,0.7,-0,0.91,106,114
66,81.25,78.12,77.5,87.5,0.71,-0,1.22,102,118
67,78.12,84.37,79,83,0.74,0,0.3,106,107
66,81.25,81.25,79,83,0.76,0,0.3,103,110
65,78.12,81.25,80,80,0.77,0,-0,107,107
67,81.25,78.12,80,80,0.8,0,-0,104,110
66,78.12,81.25,81.5,79.5,0.81,0,-0.3,109,107
67,78.12,78.12,81.5,79.5,0.82,0,-0.3,109,110
66,78.12,81.25,83,79,0.85,0,-0.91,111,106
66,78.12,78.12,86,78,0.86,-0,-0.91,114,108
67,81.25,78.12,81.5,75.5,0.88,-0,-0.61,107,106
68,78.12,78.12,54,50,0.9,-0,-0.3,81,78
65,78.12,78.12,54,50,0.92,-0,-0.3,79,76
65,75,78.12,0,0,0.93,-0,-0.61,-37,-39
66,71.87,71.87,0,0,0.94,-0,-0.61,-38,-37
65,50,53.13,0,0,0.96,-0,-0.91,-20,-22
66,40.63,43.75,0,0,0.97,-0,-1.22,-13,-15
65,34.38,31.25,0,0,0.97,-0,-0.91,-9,-5
64,12.5,15.63,0,0,0.98,-0,-0.91,12,10
63,3.13,3.13,0,0,0.98,-0,-0.91,21,22
62,0,0,15,-15,0.98,-0,-0.91,100,-51
66,0,0,15,-15,0.98,-0,-0.91,101,-52
67,9.38,-3.13,15,-15,0.98,-0,1.22,92,-49
65,15.63,0,15,-15,0.98,-0,2.74,86,-54
66,15.63,0,15,-15,0.99,-0,4.27,86,-55
65,21.87,0,15,-15,0.99,-0,8.53,79,-56
66,28.12,-3.13,15,-15,0.99,-0,11.58,72,-53
68,28.12,-6.25,15,-15,0.99,-0,14.93,71,-51
67,25,-6.25,15,-15,1,0,21.33,74,-51
67,21.87,-9.38,15,-15,1,0,24.37,77,-49
66,25,-9.38,15,-15,1,0,27.73,73,-49
67,21.87,-9.38,15,-15,1,0,33.52,75,-49
66,18.75,-9.38,15,-15,1,0,36.26,78,-50
67,21.87,-6.25,15,-15,1,0,39,75,-53
66,18.75,-3.13,15,-15,1,0.01,43.88,78,-57
67,18.75,-3.13,15,-15,1,0.01,46.01,77,-58
67,18.75,0,15,-15,1.01,0.01,47.84,77,-62
65,9.38,0,15,-15,1.01,0.01,50.27,87,-63
65,12.5,0,15,-15,1.01,0.01,51.49,84,-64
65,9.38,0,15,-15,1.01,0.01,52.41,87,-65
65,9.38,0,15,-15,1.01,0.01,54.23,88,-66
64,6.25,0,15,-15,1.01,0.01,54.84,91,-67
65,6.25,0,15,-15,1.01,0.01,55.45,92,-68
64,6.25,0,15,-15,1.01,0.01,56.06,93,-69
65,6.25,0,15,-15,1.01,0.01,57.28,93,-70
64,9.38,0,15,-15,1.01,0.01,58.2,90,-71
65,6.25,0,15,-15,1.01,0.02,58.8,94,-72
64,9.38,0,15,-15,1.01,0.02,60.33,91,-73
65,9.38,0,15,-15,1.01,0.02,61.24,92,-74
64,9.38,0,15,-15,1.01,0.02,62.16,92,-75
65,9.38,0,15,-15,1.01,0.02,63.98,92,-76
64,9.38,0,15,-15,1.01,0.02,64.9,93,-77
65,15.63,0,15,-15,1.01,0.02,66.42,86,-78
65,12.5,0,15,-15,1.02,0.02,67.64,90,-79
66,15.63,0,15,-15,1.02,0.02,70.69,87,-80
65,12.5,0,15,-15,1.02,0.03,71.91,90,-81
65,18.75,0,15,-15,1.02,0.03,73.73,83,-82
65,15.63,0,15,-15,1.02,0.03,77.09,86,-83
66,12.5,-3.13,15,-15,1.02,0.03,78.61,90,-80
67,15.63,0,15,-15,1.02,0.03,80.13,87,-84
65,12.5,-3.13,11,-11,1.02,0.03,83.18,86,-78
67,12.5,-3.13,8,-8,1.02,0.03,84.7,82,-75
64,12.5,-3.13,5,-5,1.02,0.04,86.23,79,-72
66,9.38,-3.13,2.5,-2.5,1.02,0.04,88.05,79,-70
62,3.13,0,0.5,-0.5,1.02,0.04,88.36,83,-71
63,0,0,0.5,-0.5,1.02,0.04,88.36,86,-71
63,0,0,96.5,74.5,1.02,0.04,88.36,188,129
65,12.5,9.38,95,75,1.02,0.04,88.66,180,124
65,31.25,15.63,86,78,1.02,0.04,90.19,155,125
67,40.63,25,79,83,1.02,0.05,91.71,142,124
66,59.38,40.63,71.5,105.5,1.02,0.06,95.37,116,136
68,62.5,46.88,68,116,1.02,0.07,96.89,110,145
67,65.62,56.25,66,122,1.02,0.08,97.8,105,146
68,65.62,71.87,67,119,1.01,0.11,97.2,106,130
68,68.75,81.25,69,113,1.01,0.12,95.98,105,117
67,68.75,81.25,71.5,105.5,1.01,0.13,94.76,107,111
68,71.87,84.37,77,89,1.01,0.16,91.71,110,92
65,71.87,81.25,79,83,1.01,0.17,90.8,113,89
66,75,81.25,80,80,1.01,0.18,90.19,111,86
65,78.12,78.12,80,80,1.01,0.21,90.19,108,89
66,78.12,71.87,79,83,1.01,0.22,90.8,107,99
65,81.25,75,77.5,87.5,1.01,0.24,91.41,102,101
67,75,71.87,76,92,1.01,0.26,92.32,107,110
67,78.12,71.87,74.5,96.5,1.01,0.27,92.93,102,117
66,75,68.75,73,101,1.01,0.29,93.54,103,126
68,71.87,71.87,73,101,1,0.31,93.54,107,125
67,71.87,78.12,74,98,1,0.32,92.93,108,117
67,75,78.12,74.5,96.5,1,0.34,92.62,105,117
66,75,78.12,75.5,93.5,1,0.36,92.02,106,115
67,75,75,75.5,93.5,1,0.38,92.02,106,119
67,78.12,78.12,75,95,1,0.39,92.02,102,119
66,78.12,81.25,75.5,93.5,1,0.42,91.71,103,115
67,75,84.37,77.5,87.5,1,0.43,90.8,108,106
66,78.12,81.25,78,86,1,0.44,90.49,105,108
67,78.12,84.37,79.5,81.5,1,0.47,89.58,107,100
66,78.12,84.37,83,79,1,0.48,88.97,111,97
66,81.25,81.25,83,79,1,0.5,88.97,108,100
66,81.25,84.37,86,78,1,0.53,88.36,111,96
66,84.37,81.25,86,78,1,0.54,88.66,108,99
66,81.25,78.12,84.5,78.5,1,0.55,88.97,110,102
66,84.37,78.12,80,80,1,0.57,89.58,102,104
67,81.25,78.12,78.5,84.5,1,0.6,90.49,103,109
66,81.25,78.12,77.5,87.5,1,0.61,90.8,102,113
67,81.25,81.25,77.5,87.5,1,0.62,90.8,102,110
66,78.12,81.25,78,86,1,0.65,90.49,106,109
67,78.12,81.25,78.5,84.5,1,0.66,90.19,106,107
66,78.12,78.12,78.5,84.5,1,0.68,90.19,106,111
67,78.12,81.25,80,80,1,0.7,89.58,108,103
67,78.12,78.12,80,80,1,0.72,89.58,108,106
66,81.25,81.25,80,80,1,0.73,89.58,105,103
67,78.12,78.12,81.5,79.5,1,0.76,89.27,109,106
66,78.12,78.12,83,79,1,0.77,89.27,111,106
67,81.25,78.12,81.5,79.5,1,0.78,89.58,107,106
66,78.12,78.12,80,80,1,0.81,89.88,108,107
67,78.12,78.12,80,80,1,0.82,89.88,109,107
66,81.25,78.12,79.5,81.5,1,0.84,90.19,105,109
67,78.12,78.12,79.5,81.5,1,0.86,90.19,108,109
67,78.12,78.12,79.5,81.5,1,0.88,90.19,108,109
66,78.12,75,78.5,84.5,1,0.89,90.49,107,116
66,78.12,78.12,63.5,69.5,1,0.92,90.49,91,97
64,78.12,81.25,63.5,69.5,1,0.93,90.19,90,93
65,78.12,78.12,0,0,1,0.94,90.19,-38,-38
64,68.75,65.62,0,0,1,0.97,90.19,-33,-30
65,56.25,59.38,0,0,1,0.98,89.88,-25,-28
64,46.88,46.88,0,0,1,0.99,89.88,-18,-18
65,40.63,34.38,0,0,1,0.99,90.49,-15,-8
63,18.75,18.75,0,0,1,1,90.49,6,7
61,9.38,9.38,0,0,1,1,90.49,15,15
60,3.13,0,0,0,1,1,90.8,21,25
61,0,0,15,-15,1,1,90.8,100,-51
65,-3.13,-3.13,15,-15,1,1,90.8,104,-49
68,6.25,-6.25,15,-15,1,1,92.02,96,-46
65,9.38,0,15,-15,1,1,92.93,93,-53
65,12.5,-3.13,15,-15,1,1.01,95.67,90,-51
66,18.75,-3.13,15,-15,1,1.01,97.8,83,-52
67,21.87,0,15,-15,1,1.01,99.94,80,-56
65,28.12,0,15,-15,1,1.01,104.81,73,-57
67,25,0,15,-15,1,1.01,107.25,75,-58
66,25,0,15,-15,1,1.02,109.69,74,-59
67,18.75,0,15,-15,1,1.02,113.34,80,-60
67,15.63,0,15,-15,1,1.02,114.87,84,-61
66,15.63,0,15,-15,1,1.02,116.39,84,-62
67,15.63,0,15,-15,0.99,1.02,119.44,83,-63
66,15.63,0,15,-15,0.99,1.03,120.96,83,-64
67,12.5,0,15,-15,0.99,1.03,122.18,87,-65
66,12.5,-3.13,15,-15,0.99,1.03,125.53,87,-63
68,15.63,-3.13,15,-15,0.99,1.03,127.36,84,-63
68,15.63,-9.38,15,-15,0.99,1.03,129.8,84,-57
67,15.63,-6.25,15,-15,0.99,1.03,134.37,84,-61
68,15.63,-9.38,15,-15,0.99,1.03,136.8,84,-58
67,15.63,-6.25,15,-15,0.99,1.03,138.94,84,-62
68,15.63,0,15,-15,0.99,1.03,142.29,84,-69
66,15.63,0,15,-15,0.99,1.03,143.81,83,-70
67,12.5,0,15,-15,0.99,1.03,145.03,87,-71
67,12.5,0,15,-15,0.98,1.04,147.47,87,-72
66,9.38,0,15,-15,0.98,1.04,148.38,90,-73
66,12.5,0,15,-15,0.98,1.04,149.6,87,-74
66,9.38,0,15,-15,0.98,1.04,151.73,91,-75
66,12.5,0,15,-15,0.98,1.04,152.95,88,-76
66,12.5,0,15,-15,0.98,1.04,154.17,88,-77
67,12.5,0,15,-15,0.98,1.04,156.3,88,-78
66,9.38,0,15,-15,0.98,1.04,157.22,92,-79
66,12.5,0,15,-15,0.97,1.04,158.44,89,-80
67,9.38,0,15,-15,0.97,1.04,160.57,92,-81
65,12.5,0,15,-15,0.97,1.04,161.79,89,-82
67,12.5,0,15,-15,0.97,1.04,163.01,90,-83
66,12.5,0,15,-15,0.97,1.04,165.45,90,-84
67,12.5,0,15,-15,0.97,1.04,166.66,90,-85
66,15.63,0,15,-15,0.97,1.04,168.19,87,-86
67,12.5,-3.13,15,-15,0.96,1.04,170.93,90,-84
67,12.5,-3.13,12.5,-12.5,0.96,1.04,172.45,88,-82
68,12.5,0,10,-10,0.96,1.04,173.67,85,-83
67,12.5,0,4.5,-4.5,0.96,1.04,176.41,79,-78
64,9.38,0,3,-3,0.96,1.04,177.33,80,-77
64,9.38,0,1,-1,0.96,1.04,178.24,78,-75
63,9.38,0,0,0,0.96,1.04,179.16,16,-14
62,0,0,-2,2,0.96,1.04,179.77,-37,48
64,0,0,96.5,74.5,0.96,1.04,179.77,188,125
66,3.13,9.38,101,73,0.96,1.04,179.16,196,119
66,37.5,25,89,77,0.95,1.04,-178.71,153,111
69,53.13,34.38,79,83,0.94,1.04,-176.88,129,110
68,62.5,40.63,75,95,0.93,1.04,-174.75,116,120
69,65.62,56.25,69.5,111.5,0.91,1.04,-172.31,108,125
70,68.75,59.38,67.5,117.5,0.9,1.04,-171.4,103,132
70,71.87,75,68,116,0.88,1.04,-171.7,100,117
69,68.75,75,69,113,0.87,1.03,-172.31,104,117
69,68.75,81.25,71,107,0.85,1.03,-173.53,106,106
70,71.87,78.12,73,101,0.83,1.03,-174.75,105,105
70,75,81.25,74,98,0.82,1.03,-175.36,103,100
68,71.87,81.25,76,92,0.8,1.03,-176.27,108,95
68,75,81.25,77.5,87.5,0.78,1.03,-177.19,107,91
68,78.12,75,77,89,0.76,1.03,-176.88,103,100
68,75,75,77,89,0.74,1.02,-176.88,106,101
69,75,75,76.5,90.5,0.72,1.02,-176.88,106,103
68,78.12,75,76,92,0.71,1.02,-176.58,102,106
70,75,78.12,76,92,0.69,1.02,-176.58,105,104
69,78.12,75,75,95,0.67,1.02,-176.27,101,111
68,75,75,75,95,0.66,1.02,-176.27,104,112
69,75,75,74,98,0.63,1.02,-175.97,103,117
68,75,78.12,74.5,96.5,0.62,1.02,-176.27,104,114
69,75,78.12,75.5,93.5,0.6,1.01,-176.88,105,112
69,75,81.25,77,89,0.58,1.01,-177.49,106,105
68,75,78.12,77.5,87.5,0.57,1.01,-177.8,107,107
69,78.12,75,78,86,0.54,1.01,-178.1,104,109
68,75,78.12,78.5,84.5,0.53,1.01,-178.41,108,105
69,78.12,78.12,78.5,84.5,0.52,1.01,-178.41,105,106
69,78.12,81.25,79,83,0.49,1.01,-178.71,106,101
68,78.12,81.25,79.5,81.5,0.48,1.01,-179.02,106,100
70,78.12,78.12,79.5,81.5,0.45,1.01,-179.02,106,103
67,81.25,75,78.5,84.5,0.44,1.01,-178.41,102,110
69,78.12,78.12,78.5,84.5,0.42,1.01,-178.41,105,107
69,75,78.12,79,83,0.4,1.01,-178.71,109,106
68,78.12,81.25,79.5,81.5,0.38,1.01,-179.02,107,101
69,78.12,78.12,79.5,81.5,0.37,1.01,-179.02,107,105
69,78.12,78.12,79.5,81.5,0.34,1.01,-179.02,107,105
68,78.12,78.12,80,80,0.33,1.01,-179.02,107,103
69,78.12,75,79,83,0.32,1.01,-178.71,106,110
68,81.25,78.12,78.5,84.5,0.29,1.01,-178.41,103,109
69,81.25,84.37,79,83,0.28,1.01,-178.71,103,101
69,81.25,81.25,78.5,84.5,0.25,1.01,-178.41,102,106
68,81.25,78.12,78,86,0.23,1.01,-178.1,102,111
69,81.25,81.25,78,86,0.22,1,-178.1,101,108
68,81.25,84.37,78,86,0.19,1,-178.41,101,105
69,81.25,84.37,79,83,0.18,1,-178.71,102,102
69,81.25,81.25,79,83,0.16,1,-178.71,102,105
68,81.25,81.25,79.5,81.5,0.14,1,-179.02,102,104
69,78.12,81.25,80,80,0.12,1,-179.32,106,102
68,81.25,81.25,78,78,0.1,1,-179.32,101,100
69,81.25,81.25,78,78,0.08,1,-179.32,100,100
69,81.25,81.25,0,0,0.07,1,-179.32,-43,-44
66,71.87,75,0,0,0.04,1,-179.32,-39,-42
67,62.5,62.5,0,0,0.03,1,-179.32,-33,-34
66,53.13,50,0,0,0.02,1,-179.02,-28,-25
67,31.25,34.38,0,0,0.01,1,-179.32,-8,-12
65,25,25,0,0,0.01,1,-179.32,-3,-4
65,15.63,15.63,0,0,0,1,-179.32,5,5
62,6.25,0,0,0,0,1,-179.32,14,20
63,0,0,15,-15,0,1,-179.32,96,-56
66,0,-3.13,15,-15,0,1,-179.02,97,-53
68,3.13,-6.25,15,-15,0,1,-178.1,95,-51
68,6.25,0,15,-15,0,1,-176.88,93,-58
66,6.25,0,15,-15,0,1,-176.27,93,-59
67,9.38,0,15,-15,0,1,-175.36,90,-60
66,15.63,-3.13,15,-15,-0,1,-172.01,84,-58
70,21.87,0,15,-15,-0,1,-169.88,77,-62
69,28.12,0,15,-15,-0.01,1,-165,70,-63
68,25,-6.25,15,-15,-0.01,1,-161.95,73,-57
70,21.87,-6.25,15,-15,-0.01,1,-159.21,75,-58
69,18.75,-6.25,15,-15,-0.01,1,-154.03,78,-59
70,18.75,-9.38,15,-15,-0.01,1,-151.29,78,-56
70,15.63,-6.25,15,-15,-0.01,1,-149.16,81,-60
69,15.63,-6.25,15,-15,-0.02,1,-145.2,81,-60
70,18.75,-6.25,15,-15,-0.02,1,-142.76,78,-61
70,25,-9.38,15,-15,-0.02,0.99,-136.97,71,-58
69,28.12,-9.38,15,-15,-0.02,0.99,-133.31,67,-58
70,25,-6.25,15,-15,-0.02,0.99,-130.27,69,-62
69,25,-12.5,15,-15,-0.02,0.99,-123.56,68,-56
72,21.87,-9.38,15,-15,-0.02,0.99,-120.52,71,-60
70,15.63,-12.5,15,-15,-0.02,0.99,-114.42,77,-57
70,15.63,-12.5,15,-15,-0.02,0.99,-111.68,77,-57
71,12.5,-9.38,15,-15,-0.02,0.99,-109.55,80,-60
70,12.5,-6.25,15,-15,-0.02,0.99,-106.2,81,-64
69,12.5,-6.25,15,-15,-0.02,0.99,-104.37,81,-65
70,12.5,-12.5,15,-15,-0.02,0.99,-99.8,81,-59
70,15.63,-9.38,12,-12,-0.02,0.99,-97.36,74,-59
68,15.63,-6.25,7.5,-7.5,-0.02,0.98,-95.23,69,-58
67,12.5,-9.38,0,0,-0.02,0.98,-90.96,4,14
63,6.25,-3.13,0,0,-0.02,0.98,-90.05,10,8
63,0,0,-2.5,2.5,-0.02,0.98,-90.05,-46,67
64,-3.13,-6.25,87.5,77.5,-0.02,0.98,-89.74,173,154
69,15.63,9.38,83,79,-0.02,0.98,-89.13,154,144
67,25,21.87,81.5,79.5,-0.02,0.98,-88.83,147,136
69,46.88,40.63,78.5,84.5,-0.02,0.96,-87.91,124,125
69,53.13,53.13,78.5,84.5,-0.02,0.96,-87.91,120,115
68,59.38,59.38,78.5,84.5,-0.02,0.95,-87.91,115,111
69,65.62,68.75,80,80,-0.02,0.92,-88.52,111,98
67,62.5,71.87,84.5,78.5,-0.02,0.91,-89.44,120,93
68,65.62,75,87.5,77.5,-0.02,0.89,-90.66,122,89
68,71.87,68.75,90.5,76.5,-0.02,0.88,-90.35,120,95
67,71.87,68.75,89,77,-0.02,0.86,-90.05,119,96
68,75,68.75,81.5,79.5,-0.02,0.84,-88.83,109,99
67,75,68.75,79.5,81.5,-0.02,0.83,-88.22,107,102
69,78.12,71.87,78.5,84.5,-0.02,0.81,-87.61,103,103
69,75,75,77,89,-0.02,0.79,-87,105,105
68,78.12,71.87,75.5,93.5,-0.02,0.78,-86.39,100,114
69,78.12,75,75,95,-0.02,0.76,-86.09,100,114
68,75,78.12,74,98,-0.02,0.74,-85.78,102,115
69,78.12,75,73.5,99.5,-0.02,0.73,-85.48,98,122
68,78.12,81.25,73.5,99.5,-0.01,0.7,-85.78,97,117
67,75,81.25,74.5,96.5,-0.01,0.68,-86.39,101,115
69,78.12,84.37,76,92,-0.01,0.67,-87,100,108
68,78.12,81.25,77.5,87.5,-0.01,0.64,-87.91,101,107
69,78.12,81.25,78,86,-0.01,0.63,-88.22,102,106
69,75,81.25,79,83,-0.01,0.62,-88.83,106,103
68,78.12,81.25,83,79,-0.01,0.59,-89.74,107,99
68,78.12,78.12,83,79,-0.01,0.58,-89.74,108,102
68,75,75,83,79,-0.01,0.56,-89.74,111,105
69,81.25,78.12,81.5,79.5,-0.01,0.54,-89.44,103,103
69,78.12,75,80,80,-0.01,0.52,-89.13,105,107
68,78.12,78.12,80,80,-0.01,0.5,-89.13,105,104
69,81.25,78.12,79.5,81.5,-0.01,0.48,-88.83,102,105
68,81.25,81.25,79.5,81.5,-0.01,0.47,-88.83,101,102
69,78.12,78.12,79.5,81.5,-0.01,0.44,-88.83,105,106
69,81.25,78.12,78.5,84.5,-0.01,0.43,-88.52,100,109
68,81.25,81.25,78.5,84.5,-0.01,0.42,-88.52,100,106
69,78.12,84.37,80,80,-0.01,0.39,-89.13,105,98
67,78.12,78.12,80,80,-0.01,0.38,-89.13,105,105
70,78.12,75,79,83,-0.01,0.35,-88.83,104,111
68,78.12,78.12,79,83,-0.01,0.34,-88.83,104,108
68,78.12,78.12,79,83,-0.01,0.32,-88.83,104,109
69,81.25,81.25,78.5,84.5,-0,0.29,-88.52,100,107
69,81.25,84.37,79,83,-0,0.28,-88.83,101,103
68,81.25,81.25,79,83,-0,0.27,-88.83,101,106
70,81.25,84.37,79,83,-0,0.24,-88.83,100,103
68,84.37,81.25,78,86,-0,0.22,-88.52,96,109
68,81.25,87.5,79.5,81.5,-0,0.21,-89.13,100,98
68,84.37,87.5,80,80,-0,0.18,-89.44,97,96
66,84.37,84.37,80,80,-0,0.17,-89.44,97,99
67,84.37,84.37,80,80,-0,0.14,-89.44,97,98
66,81.25,81.25,80,80,-0,0.12,-89.44,100,102
69,81.25,81.25,80,80,-0,0.11,-89.44,100,101
67,81.25,81.25,68,68,-0,0.08,-89.44,87,89
67,81.25,81.25,68,68,-0,0.07,-89.44,86,88
67,81.25,81.25,0,0,-0,0.05,-89.44,-47,-46
66,71.87,71.87,0,0,-0,0.03,-89.44,-43,-41
67,62.5,59.38,0,0,-0,0.02,-89.13,-38,-33
66,53.13,56.25,0,0,-0,0.01,-89.44,-32,-33
67,34.38,37.5,0,0,-0,-0,-90.05,-15,-17
67,28.12,28.12,0,0,-0,-0.01,-90.05,-11,-9
67,18.75,21.87,0,0,-0,-0.01,-90.35,-3,-5
65,6.25,6.25,0,0,-0,-0.02,-90.66,9,11
63,0,0,15,-15,-0,-0.02,-90.66,92,-59
68,0,0,15,-15,-0,-0.02,-90.66,93,-60
68,6.25,-6.25,15,-15,-0,-0.02,-88.22,87,-55
68,12.5,0,15,-15,-0,-0.02,-87,81,-62
68,15.63,0,15,-15,-0,-0.02,-85.48,78,-63
69,15.63,0,15,-15,0,-0.02,-82.12,78,-64
67,21.87,0,15,-15,0,-0.02,-79.99,71,-65
68,21.87,0,15,-15,0,-0.03,-77.86,70,-66
68,21.87,-3.13,15,-15,0,-0.03,-72.98,70,-64
68,21.87,-6.25,15,-15,0,-0.03,-70.24,69,-61
69,15.63,-6.25,15,-15,0,-0.03,-68.11,76,-62
68,12.5,0,15,-15,0,-0.03,-65.67,79,-69
68,6.25,0,15,-15,0,-0.03,-65.06,86,-70
67,6.25,0,15,-15,0,-0.03,-64.45,86,-71
66,3.13,0,15,-15,0,-0.03,-63.84,90,-72
67,0,0,15,-15,0,-0.03,-63.84,94,-73
66,3.13,0,15,-15,0,-0.03,-63.54,92,-74
67,6.25,0,15,-15,0,-0.04,-62.32,90,-75
66,3.13,0,15,-15,0,-0.04,-62.02,93,-76
67,3.13,0,15,-15,0,-0.04,-61.71,94,-77
67,3.13,0,15,-15,0,-0.04,-61.1,95,-78
66,3.13,0,15,-15,0,-0.04,-60.8,96,-79
67,3.13,0,15,-15,0.01,-0.04,-60.49,97,-80
66,9.38,0,15,-15,0.01,-0.04,-58.97,91,-81
67,9.38,0,15,-15,0.01,-0.04,-58.05,91,-82
66,9.38,0,15,-15,0.01,-0.04,-57.14,92,-83
67,9.38,0,15,-15,0.01,-0.04,-55.31,92,-84
66,12.5,0,15,-15,0.01,-0.04,-54.09,89,-85
68,9.38,0,15,-15,0.01,-0.04,-53.18,92,-86
67,12.5,0,15,-15,0.01,-0.04,-51.05,89,-87
67,12.5,0,15,-15,0.01,-0.04,-49.83,90,-88
69,9.38,0,15,-15,0.01,-0.05,-48.3,93,-89
65,9.38,0,15,-15,0.01,-0.05,-47.39,94,-90
67,6.25,0,15,-15,0.01,-0.05,-46.78,97,-91
66,3.13,0,15,-15,0.01,-0.05,-46.48,101,-92
68,0,0,15,-15,0.01,-0.05,-46.48,105,-93
68,0,0,15,-15,0.01,-0.05,-46.48,106,-94
67,0,0,15,-15,0.01,-0.05,-46.48,107,-95
68,0,0,15,-15,0.01,-0.05,-46.48,108,-96
67,0,0,15,-15,0.01,-0.05,-46.48,109,-97
68,0,0,15,-15,0.01,-0.05,-46.48,110,-98
68,0,0,15,-15,0.01,-0.05,-46.48,111,-99
67,0,0,15,-15,0.01,-0.05,-46.48,112,-100
70,-3.13,0,15,-15,0.01,-0.05,-46.78,117,-101
69,0,0,15,-15,0.01,-0.05,-46.78,115,-102
69,0,0,15,-15,0.01,-0.05,-46.78,116,-103
69,0,0,15,-15,0.01,-0.05,-46.78,117,-104
68,3.13,0,15,-15,0.01,-0.05,-46.48,114,-105
69,0,0,15,-15,0.01,-0.05,-46.48,119,-106
68,3.13,0,15,-15,0.01,-0.05,-46.17,116,-107
69,3.13,0,15,-15,0.01,-0.05,-45.87,117,-108
69,9.38,0,15,-15,0.01,-0.05,-44.34,111,-109
68,9.38,0,15,-15,0.01,-0.05,-43.43,112,-110
69,12.5,0,15,-15,0.01,-0.05,-42.21,109,-111
70,18.75,0,15,-15,0.02,-0.05,-39.16,102,-112
69,18.75,0,15,-15,0.02,-0.05,-37.34,102,-114
70,21.87,0,15,-15,0.02,-0.05,-33.07,98,-115
68,25,0,15,-15,0.02,-0.06,-30.63,94,-116
69,25,-6.25,15,-15,0.02,-0.06,-27.59,94,-110
70,28.12,-18.75,15,-15,0.03,-0.06,-19.05,90,-97
69,28.12,-21.87,15,-15,0.03,-0.06,-14.18,89,-94
70,31.25,-25,3.5,-3.5,0.03,-0.06,-3.21,72,-77
66,31.25,-28.12,0,0,0.03,-0.06,2.58,7,-9
63,25,-25,0,0,0.03,-0.06,7.45,11,-11
64,18.75,-18.75,0,0,0.03,-0.06,11.11,16,-16
66,0,-9.38,0,0,0.03,-0.06,14.16,35,-24
63,0,-3.13,0,0,0.03,-0.06,14.46,35,-30
64,0,0,-15,15,0.03,-0.06,14.46,-41,42
65,0,-3.13,-15,15,0.03,-0.06,14.77,-42,47
67,0,3.13,-15,15,0.03,-0.06,14.46,-43,41
66,0,3.13,-15,15,0.03,-0.06,14.16,-44,42
65,0,0,-15,15,0.03,-0.06,14.16,-45,46
66,0,0,-15,15,0.03,-0.06,14.16,-46,47
